game,date,home_team,home_team_score,away_team,away_team_score,year,series_id,game_winner_column,game_winning_team,best_of_five_winner,best_of_seven_winner,best_of_seven_loser,series_too_long
Game 1,"Sat, April 19",Boston Celtics,103,Indiana Pacers,100,2003,BostonCeltics_IndianaPacers_2003,home_team,Boston Celtics,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 2,"Mon, April 21",Boston Celtics,77,Indiana Pacers,89,2003,BostonCeltics_IndianaPacers_2003,away_team,Indiana Pacers,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 3,"Thu, April 24",Indiana Pacers,83,Boston Celtics,101,2003,BostonCeltics_IndianaPacers_2003,away_team,Boston Celtics,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 4,"Sun, April 27",Indiana Pacers,92,Boston Celtics,102,2003,BostonCeltics_IndianaPacers_2003,away_team,Boston Celtics,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 5,"Tue, April 29",Boston Celtics,88,Indiana Pacers,93,2003,BostonCeltics_IndianaPacers_2003,away_team,Indiana Pacers,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 6,"Thu, May 1",Indiana Pacers,90,Boston Celtics,110,2003,BostonCeltics_IndianaPacers_2003,away_team,Boston Celtics,Boston Celtics,Boston Celtics,Indiana Pacers,True
Game 1,"Sun, April 20",Orlando Magic,99,Detroit Pistons,94,2003,OrlandoMagic_DetroitPistons_2003,home_team,Orlando Magic,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 2,"Wed, April 23",Orlando Magic,77,Detroit Pistons,89,2003,OrlandoMagic_DetroitPistons_2003,away_team,Detroit Pistons,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 3,"Fri, April 25",Detroit Pistons,80,Orlando Magic,89,2003,OrlandoMagic_DetroitPistons_2003,away_team,Orlando Magic,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 4,"Sun, April 27",Detroit Pistons,92,Orlando Magic,100,2003,OrlandoMagic_DetroitPistons_2003,away_team,Orlando Magic,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 5,"Wed, April 30",Orlando Magic,67,Detroit Pistons,98,2003,OrlandoMagic_DetroitPistons_2003,away_team,Detroit Pistons,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 6,"Fri, May 2",Detroit Pistons,103,Orlando Magic,88,2003,OrlandoMagic_DetroitPistons_2003,home_team,Detroit Pistons,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 7,"Sun, May 4",Orlando Magic,93,Detroit Pistons,108,2003,OrlandoMagic_DetroitPistons_2003,away_team,Detroit Pistons,Orlando Magic,Detroit Pistons,Orlando Magic,False
Game 1,"Sat, April 19",Milwaukee Bucks,96,New Jersey Nets,109,2003,MilwaukeeBucks_NewJerseyNets_2003,away_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 2,"Tue, April 22",Milwaukee Bucks,88,New Jersey Nets,85,2003,MilwaukeeBucks_NewJerseyNets_2003,home_team,Milwaukee Bucks,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 3,"Thu, April 24",New Jersey Nets,103,Milwaukee Bucks,101,2003,MilwaukeeBucks_NewJerseyNets_2003,home_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 4,"Sat, April 26",New Jersey Nets,114,Milwaukee Bucks,119,2003,MilwaukeeBucks_NewJerseyNets_2003,away_team,Milwaukee Bucks,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 5,"Tue, April 29",Milwaukee Bucks,82,New Jersey Nets,89,2003,MilwaukeeBucks_NewJerseyNets_2003,away_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 6,"Thu, May 1",New Jersey Nets,113,Milwaukee Bucks,101,2003,MilwaukeeBucks_NewJerseyNets_2003,home_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,Milwaukee Bucks,True
Game 1,"Sun, April 20",New Orleans Hornets,90,Philadelphia 76ers,98,2003,NewOrleansHornets_Philadelphia76ers_2003,away_team,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 2,"Wed, April 23",New Orleans Hornets,85,Philadelphia 76ers,90,2003,NewOrleansHornets_Philadelphia76ers_2003,away_team,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 3,"Sat, April 26",Philadelphia 76ers,85,New Orleans Hornets,99,2003,NewOrleansHornets_Philadelphia76ers_2003,away_team,New Orleans Hornets,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 4,"Mon, April 28",Philadelphia 76ers,96,New Orleans Hornets,87,2003,NewOrleansHornets_Philadelphia76ers_2003,home_team,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 5,"Wed, April 30",New Orleans Hornets,93,Philadelphia 76ers,91,2003,NewOrleansHornets_Philadelphia76ers_2003,home_team,New Orleans Hornets,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 6,"Fri, May 2",Philadelphia 76ers,107,New Orleans Hornets,103,2003,NewOrleansHornets_Philadelphia76ers_2003,home_team,Philadelphia 76ers,Philadelphia 76ers,Philadelphia 76ers,New Orleans Hornets,True
Game 1,"Sat, April 19",Portland Trail Blazers,86,Dallas Mavericks,96,2003,PortlandTrailBlazers_DallasMavericks_2003,away_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 2,"Wed, April 23",Portland Trail Blazers,99,Dallas Mavericks,103,2003,PortlandTrailBlazers_DallasMavericks_2003,away_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 3,"Fri, April 25",Dallas Mavericks,115,Portland Trail Blazers,103,2003,PortlandTrailBlazers_DallasMavericks_2003,home_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 4,"Sun, April 27",Dallas Mavericks,79,Portland Trail Blazers,98,2003,PortlandTrailBlazers_DallasMavericks_2003,away_team,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 5,"Wed, April 30",Portland Trail Blazers,103,Dallas Mavericks,99,2003,PortlandTrailBlazers_DallasMavericks_2003,home_team,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 6,"Fri, May 2",Dallas Mavericks,103,Portland Trail Blazers,125,2003,PortlandTrailBlazers_DallasMavericks_2003,away_team,Portland Trail Blazers,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 7,"Sun, May 4",Portland Trail Blazers,95,Dallas Mavericks,107,2003,PortlandTrailBlazers_DallasMavericks_2003,away_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Portland Trail Blazers,True
Game 1,"Sun, April 20",Los Angeles Lakers,117,Minnesota Timberwolves,98,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,home_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 2,"Tue, April 22",Los Angeles Lakers,91,Minnesota Timberwolves,119,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,away_team,Minnesota Timberwolves,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 3,"Thu, April 24",Minnesota Timberwolves,114,Los Angeles Lakers,110,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,home_team,Minnesota Timberwolves,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 4,"Sun, April 27",Minnesota Timberwolves,97,Los Angeles Lakers,102,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,away_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 5,"Tue, April 29",Los Angeles Lakers,120,Minnesota Timberwolves,90,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,home_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 6,"Thu, May 1",Minnesota Timberwolves,85,Los Angeles Lakers,101,2003,LosAngelesLakers_MinnesotaTimberwolves_2003,away_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Minnesota Timberwolves,True
Game 1,"Sat, April 19",Utah Jazz,90,Sacramento Kings,96,2003,UtahJazz_SacramentoKings_2003,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Utah Jazz,True
Game 2,"Mon, April 21",Utah Jazz,95,Sacramento Kings,108,2003,UtahJazz_SacramentoKings_2003,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Utah Jazz,True
Game 3,"Sat, April 26",Sacramento Kings,104,Utah Jazz,107,2003,UtahJazz_SacramentoKings_2003,away_team,Utah Jazz,Sacramento Kings,Sacramento Kings,Utah Jazz,True
Game 4,"Mon, April 28",Sacramento Kings,99,Utah Jazz,82,2003,UtahJazz_SacramentoKings_2003,home_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Utah Jazz,True
Game 5,"Wed, April 30",Utah Jazz,91,Sacramento Kings,111,2003,UtahJazz_SacramentoKings_2003,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Utah Jazz,True
Game 1,"Sat, April 19",Phoenix Suns,96,San Antonio Spurs,95,2003,PhoenixSuns_SanAntonioSpurs_2003,home_team,Phoenix Suns,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 2,"Mon, April 21",Phoenix Suns,76,San Antonio Spurs,84,2003,PhoenixSuns_SanAntonioSpurs_2003,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 3,"Fri, April 25",San Antonio Spurs,99,Phoenix Suns,86,2003,PhoenixSuns_SanAntonioSpurs_2003,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 4,"Sun, April 27",San Antonio Spurs,84,Phoenix Suns,86,2003,PhoenixSuns_SanAntonioSpurs_2003,away_team,Phoenix Suns,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 5,"Tue, April 29",Phoenix Suns,82,San Antonio Spurs,94,2003,PhoenixSuns_SanAntonioSpurs_2003,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 6,"Thu, May 1",San Antonio Spurs,87,Phoenix Suns,85,2003,PhoenixSuns_SanAntonioSpurs_2003,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Phoenix Suns,True
Game 1,"Sun, April 18",Milwaukee Bucks,82,Detroit Pistons,108,2004,MilwaukeeBucks_DetroitPistons_2004,away_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Milwaukee Bucks,True
Game 2,"Wed, April 21",Milwaukee Bucks,92,Detroit Pistons,88,2004,MilwaukeeBucks_DetroitPistons_2004,home_team,Milwaukee Bucks,Detroit Pistons,Detroit Pistons,Milwaukee Bucks,True
Game 3,"Sat, April 24",Detroit Pistons,95,Milwaukee Bucks,85,2004,MilwaukeeBucks_DetroitPistons_2004,home_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Milwaukee Bucks,True
Game 4,"Mon, April 26",Detroit Pistons,109,Milwaukee Bucks,92,2004,MilwaukeeBucks_DetroitPistons_2004,home_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Milwaukee Bucks,True
Game 5,"Thu, April 29",Milwaukee Bucks,77,Detroit Pistons,91,2004,MilwaukeeBucks_DetroitPistons_2004,away_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Milwaukee Bucks,True
Game 1,"Sat, April 17",Boston Celtics,88,Indiana Pacers,104,2004,BostonCeltics_IndianaPacers_2004,away_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Indiana Pacers,True
Game 2,"Tue, April 20",Boston Celtics,90,Indiana Pacers,103,2004,BostonCeltics_IndianaPacers_2004,away_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Indiana Pacers,True
Game 3,"Fri, April 23",Indiana Pacers,108,Boston Celtics,85,2004,BostonCeltics_IndianaPacers_2004,home_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Indiana Pacers,True
Game 4,"Sun, April 25",Indiana Pacers,90,Boston Celtics,75,2004,BostonCeltics_IndianaPacers_2004,home_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Indiana Pacers,True
Game 1,"Sun, April 18",New Orleans Hornets,79,Miami Heat,81,2004,NewOrleansHornets_MiamiHeat_2004,away_team,Miami Heat,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 2,"Wed, April 21",New Orleans Hornets,63,Miami Heat,93,2004,NewOrleansHornets_MiamiHeat_2004,away_team,Miami Heat,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 3,"Sat, April 24",Miami Heat,71,New Orleans Hornets,77,2004,NewOrleansHornets_MiamiHeat_2004,away_team,New Orleans Hornets,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 4,"Tue, April 27",Miami Heat,85,New Orleans Hornets,96,2004,NewOrleansHornets_MiamiHeat_2004,away_team,New Orleans Hornets,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 5,"Fri, April 30",New Orleans Hornets,83,Miami Heat,87,2004,NewOrleansHornets_MiamiHeat_2004,away_team,Miami Heat,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 6,"Sun, May 2",Miami Heat,83,New Orleans Hornets,89,2004,NewOrleansHornets_MiamiHeat_2004,away_team,New Orleans Hornets,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 7,"Tue, May 4",New Orleans Hornets,77,Miami Heat,85,2004,NewOrleansHornets_MiamiHeat_2004,away_team,Miami Heat,Miami Heat,Miami Heat,New Orleans Hornets,True
Game 1,"Sat, April 17",New York Knicks,83,New Jersey Nets,107,2004,NewYorkKnicks_NewJerseyNets_2004,away_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,New Jersey Nets,True
Game 2,"Tue, April 20",New York Knicks,81,New Jersey Nets,99,2004,NewYorkKnicks_NewJerseyNets_2004,away_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,New Jersey Nets,True
Game 3,"Thu, April 22",New Jersey Nets,81,New York Knicks,78,2004,NewYorkKnicks_NewJerseyNets_2004,home_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,New Jersey Nets,True
Game 4,"Sun, April 25",New Jersey Nets,100,New York Knicks,94,2004,NewYorkKnicks_NewJerseyNets_2004,home_team,New Jersey Nets,New Jersey Nets,New Jersey Nets,New Jersey Nets,True
Game 1,"Sat, April 17",Houston Rockets,71,Los Angeles Lakers,72,2004,HoustonRockets_LosAngelesLakers_2004,away_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,True
Game 2,"Mon, April 19",Houston Rockets,84,Los Angeles Lakers,98,2004,HoustonRockets_LosAngelesLakers_2004,away_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,True
Game 3,"Fri, April 23",Los Angeles Lakers,91,Houston Rockets,102,2004,HoustonRockets_LosAngelesLakers_2004,away_team,Houston Rockets,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,True
Game 4,"Sun, April 25",Los Angeles Lakers,92,Houston Rockets,88,2004,HoustonRockets_LosAngelesLakers_2004,home_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,True
Game 5,"Wed, April 28",Houston Rockets,78,Los Angeles Lakers,97,2004,HoustonRockets_LosAngelesLakers_2004,away_team,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,Houston Rockets,True
Game 1,"Sun, April 18",Denver Nuggets,92,Minnesota Timberwolves,106,2004,DenverNuggets_MinnesotaTimberwolves_2004,away_team,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,True
Game 2,"Wed, April 21",Denver Nuggets,81,Minnesota Timberwolves,95,2004,DenverNuggets_MinnesotaTimberwolves_2004,away_team,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,True
Game 3,"Sat, April 24",Minnesota Timberwolves,86,Denver Nuggets,107,2004,DenverNuggets_MinnesotaTimberwolves_2004,away_team,Denver Nuggets,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,True
Game 4,"Tue, April 27",Minnesota Timberwolves,84,Denver Nuggets,82,2004,DenverNuggets_MinnesotaTimberwolves_2004,home_team,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,True
Game 5,"Fri, April 30",Denver Nuggets,91,Minnesota Timberwolves,102,2004,DenverNuggets_MinnesotaTimberwolves_2004,away_team,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,Denver Nuggets,True
Game 1,"Sun, April 18",Dallas Mavericks,105,Sacramento Kings,116,2004,DallasMavericks_SacramentoKings_2004,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Dallas Mavericks,True
Game 2,"Tue, April 20",Dallas Mavericks,79,Sacramento Kings,83,2004,DallasMavericks_SacramentoKings_2004,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Dallas Mavericks,True
Game 3,"Sat, April 24",Sacramento Kings,79,Dallas Mavericks,104,2004,DallasMavericks_SacramentoKings_2004,away_team,Dallas Mavericks,Sacramento Kings,Sacramento Kings,Dallas Mavericks,True
Game 4,"Mon, April 26",Sacramento Kings,94,Dallas Mavericks,92,2004,DallasMavericks_SacramentoKings_2004,home_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Dallas Mavericks,True
Game 5,"Thu, April 29",Dallas Mavericks,118,Sacramento Kings,119,2004,DallasMavericks_SacramentoKings_2004,away_team,Sacramento Kings,Sacramento Kings,Sacramento Kings,Dallas Mavericks,True
Game 1,"Sat, April 17",Memphis Grizzlies,74,San Antonio Spurs,98,2004,MemphisGrizzlies_SanAntonioSpurs_2004,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,True
Game 2,"Mon, April 19",Memphis Grizzlies,70,San Antonio Spurs,87,2004,MemphisGrizzlies_SanAntonioSpurs_2004,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,True
Game 3,"Thu, April 22",San Antonio Spurs,95,Memphis Grizzlies,93,2004,MemphisGrizzlies_SanAntonioSpurs_2004,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,True
Game 4,"Sun, April 25",San Antonio Spurs,110,Memphis Grizzlies,97,2004,MemphisGrizzlies_SanAntonioSpurs_2004,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,True
Game 1,"Sat, April 23",Philadelphia 76ers,85,Detroit Pistons,106,2005,Philadelphia76ers_DetroitPistons_2005,away_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,True
Game 2,"Tue, April 26",Philadelphia 76ers,84,Detroit Pistons,99,2005,Philadelphia76ers_DetroitPistons_2005,away_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,True
Game 3,"Fri, April 29",Detroit Pistons,104,Philadelphia 76ers,115,2005,Philadelphia76ers_DetroitPistons_2005,away_team,Philadelphia 76ers,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,True
Game 4,"Sun, May 1",Detroit Pistons,97,Philadelphia 76ers,92,2005,Philadelphia76ers_DetroitPistons_2005,home_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,True
Game 5,"Tue, May 3",Philadelphia 76ers,78,Detroit Pistons,88,2005,Philadelphia76ers_DetroitPistons_2005,away_team,Detroit Pistons,Detroit Pistons,Detroit Pistons,Philadelphia 76ers,True
Game 1,"Sat, April 23",Indiana Pacers,82,Boston Celtics,102,2005,IndianaPacers_BostonCeltics_2005,away_team,Boston Celtics,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 2,"Mon, April 25",Indiana Pacers,82,Boston Celtics,79,2005,IndianaPacers_BostonCeltics_2005,home_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 3,"Thu, April 28",Boston Celtics,76,Indiana Pacers,99,2005,IndianaPacers_BostonCeltics_2005,away_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 4,"Sat, April 30",Boston Celtics,110,Indiana Pacers,79,2005,IndianaPacers_BostonCeltics_2005,home_team,Boston Celtics,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 5,"Tue, May 3",Indiana Pacers,90,Boston Celtics,85,2005,IndianaPacers_BostonCeltics_2005,home_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 6,"Thu, May 5",Boston Celtics,92,Indiana Pacers,89,2005,IndianaPacers_BostonCeltics_2005,home_team,Boston Celtics,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 7,"Sat, May 7",Indiana Pacers,97,Boston Celtics,70,2005,IndianaPacers_BostonCeltics_2005,home_team,Indiana Pacers,Indiana Pacers,Indiana Pacers,Boston Celtics,True
Game 1,"Sun, April 24",New Jersey Nets,98,Miami Heat,116,2005,NewJerseyNets_MiamiHeat_2005,away_team,Miami Heat,Miami Heat,Miami Heat,Miami Heat,True
Game 2,"Tue, April 26",New Jersey Nets,87,Miami Heat,104,2005,NewJerseyNets_MiamiHeat_2005,away_team,Miami Heat,Miami Heat,Miami Heat,Miami Heat,True
Game 3,"Thu, April 28",Miami Heat,108,New Jersey Nets,105,2005,NewJerseyNets_MiamiHeat_2005,home_team,Miami Heat,Miami Heat,Miami Heat,Miami Heat,True
Game 4,"Sun, May 1",Miami Heat,110,New Jersey Nets,97,2005,NewJerseyNets_MiamiHeat_2005,home_team,Miami Heat,Miami Heat,Miami Heat,Miami Heat,True
Game 1,"Sun, April 24",Washington Wizards,94,Chicago Bulls,103,2005,WashingtonWizards_ChicagoBulls_2005,away_team,Chicago Bulls,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 2,"Wed, April 27",Washington Wizards,103,Chicago Bulls,113,2005,WashingtonWizards_ChicagoBulls_2005,away_team,Chicago Bulls,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 3,"Sat, April 30",Chicago Bulls,99,Washington Wizards,117,2005,WashingtonWizards_ChicagoBulls_2005,away_team,Washington Wizards,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 4,"Mon, May 2",Chicago Bulls,99,Washington Wizards,106,2005,WashingtonWizards_ChicagoBulls_2005,away_team,Washington Wizards,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 5,"Wed, May 4",Washington Wizards,112,Chicago Bulls,110,2005,WashingtonWizards_ChicagoBulls_2005,home_team,Washington Wizards,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 6,"Fri, May 6",Chicago Bulls,91,Washington Wizards,94,2005,WashingtonWizards_ChicagoBulls_2005,away_team,Washington Wizards,Washington Wizards,Washington Wizards,Chicago Bulls,True
Game 1,"Sat, April 23",Houston Rockets,98,Dallas Mavericks,86,2005,HoustonRockets_DallasMavericks_2005,home_team,Houston Rockets,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 2,"Mon, April 25",Houston Rockets,113,Dallas Mavericks,111,2005,HoustonRockets_DallasMavericks_2005,home_team,Houston Rockets,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 3,"Thu, April 28",Dallas Mavericks,106,Houston Rockets,102,2005,HoustonRockets_DallasMavericks_2005,home_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 4,"Sat, April 30",Dallas Mavericks,97,Houston Rockets,93,2005,HoustonRockets_DallasMavericks_2005,home_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 5,"Mon, May 2",Houston Rockets,100,Dallas Mavericks,103,2005,HoustonRockets_DallasMavericks_2005,away_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 6,"Thu, May 5",Dallas Mavericks,83,Houston Rockets,101,2005,HoustonRockets_DallasMavericks_2005,away_team,Houston Rockets,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 7,"Sat, May 7",Houston Rockets,76,Dallas Mavericks,116,2005,HoustonRockets_DallasMavericks_2005,away_team,Dallas Mavericks,Dallas Mavericks,Dallas Mavericks,Houston Rockets,True
Game 1,"Sun, April 24",Memphis Grizzlies,103,Phoenix Suns,114,2005,MemphisGrizzlies_PhoenixSuns_2005,away_team,Phoenix Suns,Phoenix Suns,Phoenix Suns,Phoenix Suns,True
Game 2,"Wed, April 27",Memphis Grizzlies,103,Phoenix Suns,108,2005,MemphisGrizzlies_PhoenixSuns_2005,away_team,Phoenix Suns,Phoenix Suns,Phoenix Suns,Phoenix Suns,True
Game 3,"Fri, April 29",Phoenix Suns,110,Memphis Grizzlies,90,2005,MemphisGrizzlies_PhoenixSuns_2005,home_team,Phoenix Suns,Phoenix Suns,Phoenix Suns,Phoenix Suns,True
Game 4,"Sun, May 1",Phoenix Suns,123,Memphis Grizzlies,115,2005,MemphisGrizzlies_PhoenixSuns_2005,home_team,Phoenix Suns,Phoenix Suns,Phoenix Suns,Phoenix Suns,True
Game 1,"Sun, April 24",Denver Nuggets,93,San Antonio Spurs,87,2005,DenverNuggets_SanAntonioSpurs_2005,home_team,Denver Nuggets,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,True
Game 2,"Wed, April 27",Denver Nuggets,76,San Antonio Spurs,104,2005,DenverNuggets_SanAntonioSpurs_2005,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,True
Game 3,"Sat, April 30",San Antonio Spurs,86,Denver Nuggets,78,2005,DenverNuggets_SanAntonioSpurs_2005,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,True
Game 4,"Mon, May 2",San Antonio Spurs,126,Denver Nuggets,115,2005,DenverNuggets_SanAntonioSpurs_2005,home_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,True
Game 5,"Wed, May 4",Denver Nuggets,89,San Antonio Spurs,99,2005,DenverNuggets_SanAntonioSpurs_2005,away_team,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,Denver Nuggets,True
Game 1,"Sat, April 23",Sacramento Kings,82,Seattle SuperSonics,87,2005,SacramentoKings_SeattleSuperSonics_2005,away_team,Seattle SuperSonics,Seattle SuperSonics,Seattle SuperSonics,Sacramento Kings,True
Game 2,"Tue, April 26",Sacramento Kings,93,Seattle SuperSonics,105,2005,SacramentoKings_SeattleSuperSonics_2005,away_team,Seattle SuperSonics,Seattle SuperSonics,Seattle SuperSonics,Sacramento Kings,True
Game 3,"Fri, April 29",Seattle SuperSonics,104,Sacramento Kings,116,2005,SacramentoKings_SeattleSuperSonics_2005,away_team,Sacramento Kings,Seattle SuperSonics,Seattle SuperSonics,Sacramento Kings,True
Game 4,"Sun, May 1",Seattle SuperSonics,115,Sacramento Kings,102,2005,SacramentoKings_SeattleSuperSonics_2005,home_team,Seattle SuperSonics,Seattle SuperSonics,Seattle SuperSonics,Sacramento Kings,True
Game 5,"Tue, May 3",Sacramento Kings,118,Seattle SuperSonics,122,2005,SacramentoKings_SeattleSuperSonics_2005,away_team,Seattle SuperSonics,Seattle SuperSonics,Seattle SuperSonics,Sacramento Kings,True
Game 1,"Sat, April 22",Washington Wizards,86,Cleveland Cavaliers,97,2006,WashingtonWizards_ClevelandCavaliers_2006,away_team,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,Washington Wizards,True
